transaction_id,user_id,amount,currency,merchant_id,merchant_category,country,ip_address,device_id,device_type,session_id,channel,timestamp,label
1c3f470b-b85a-4b05-b344-ad06f071fb78,user_0010,118.15,USD,merch_0041,restaurant,FR,154.194.31.240,dev_c71e4480,tablet,9383bed8-faae-4f,atm,1776722189.3742995,0
864dc2b1-66e1-461d-bfb9-a0beb5bedcf5,user_0113,240.66,USD,merch_0079,grocery,BR,220.52.21.130,dev_f5e2ddd7,mobile,95022cdf-f6ee-4d,mobile_app,1776933043.641901,0
cb8dc69e-0798-4806-9963-7142a74ef925,user_0172,36.53,USD,merch_0014,travel,DE,209.160.159.182,dev_bfd76afd,unknown,ba64e904-70f1-44,mobile_app,1776801269.3002582,0
a6a0732a-628a-4e3b-9abd-fc1288c206b3,user_0063,265.52,USD,merch_0069,crypto,NG,103.23.251.221,dev_28b09ff3,mobile,57e82f26-643f-4c,pos,1777049714.8218296,0
81c07512-16b2-430f-b4d4-4ec541045ed7,user_0167,132.06,USD,merch_0073,gambling,CA,71.203.104.106,dev_6bd07c3b,unknown,cac44987-3179-42,mobile_app,1777090118.1484659,0
c462a3be-b2d8-458a-b21d-dc3ba2d00770,user_0041,235.59,USD,merch_0049,grocery,DE,120.128.5.175,dev_e279bf7a,mobile,626b5fa5-5320-41,pos,1776849174.4324572,0
2b8b9dee-44cc-4adf-9488-9ef7a36a077c,user_0090,37.16,USD,merch_0005,electronics,CA,10.47.29.241,dev_4ea80494,desktop,b2f0e7fd-0eaf-41,online,1776885779.1302273,0
2ca679cf-edf7-4dab-aa30-637911687b67,user_0171,179.04,USD,merch_0039,crypto,AU,203.156.87.203,dev_67f0da41,tablet,3b853f46-8a72-4e,mobile_app,1777021152.7203763,0
c316eec8-5df0-41bf-93d2-c293dab756dd,user_0050,170.9,USD,merch_0022,travel,US,12.212.55.209,dev_f2dcc9af,tablet,0e33e770-0125-40,pos,1776974092.6283689,0
f042d6cf-eecb-4a01-ab28-af991b9bd6d7,user_0010,733.38,USD,merch_0021,entertainment,US,112.130.178.131,dev_d9c05ae4,unknown,9c2513ea-7acc-48,pos,1776892806.7255285,0
20654fbd-ffd3-4c56-ae82-3ed478c0b2ff,user_0088,17.74,USD,merch_0001,restaurant,DE,185.134.91.130,dev_4e378e51,mobile,c0831c3c-1210-4d,pos,1776804981.324219,0
8c70df45-e12e-4a61-917d-39f4339872f2,user_0118,64.54,USD,merch_0004,travel,BR,103.168.142.222,dev_9fa0e859,mobile,bc2c0f37-35dc-4b,pos,1777101649.7674816,0
0d0e19d9-7719-4942-9d82-fb5927d07f7e,user_0170,75.53,USD,merch_0042,healthcare,US,41.223.249.167,dev_21630da8,tablet,ea0876fc-c359-4b,mobile_app,1776886318.7195625,0
101ac336-86ac-4a81-8bb5-4332b0479f8e,user_0041,41.14,USD,merch_0001,grocery,AU,177.240.149.9,dev_4c0edf47,desktop,3302885f-8fbf-40,pos,1776886456.0609598,0
8997775e-2430-472b-897a-b2685b37fc63,user_0141,174.13,USD,merch_0049,travel,CN,181.124.49.100,dev_82a815af,desktop,6aa1ac67-1ed0-42,pos,1776852533.8063567,0
6f7143d3-6da9-4e49-8be4-6d4853ac918a,user_0004,90.73,USD,merch_0007,electronics,US,2.220.180.170,dev_c513b817,mobile,023adbff-a50d-42,online,1777161956.003079,0
73af9a57-41dc-4a28-9f4e-4255a558e31c,user_0006,80.1,USD,merch_0054,grocery,FR,81.230.82.47,dev_d4ee0097,tablet,e86cfc42-0f4f-4c,online,1776767502.5953176,0
8cde7714-ad15-4505-bbb0-3ab205bf7e9a,user_0001,194.37,USD,merch_0018,retail,CA,78.3.153.253,dev_b89c4a1b,desktop,898b1d02-d5b2-47,mobile_app,1776796483.2395942,0
792de373-4862-4240-9bd4-cd1ff115e00f,user_0090,687.7,USD,merch_0047,crypto,CA,212.180.154.182,dev_23d54f06,tablet,829ddc36-41dd-41,atm,1777245825.0678158,0
89f63751-0524-4476-94d0-ff47eb7b32b3,user_0103,231.32,USD,merch_0021,gambling,BR,163.2.46.211,dev_0590c56a,desktop,8543c3c7-c280-4a,atm,1776754061.7428153,0
9c6d27c2-c5aa-4829-9ecd-fd247fedb2d3,user_0019,2680.88,USD,merch_0059,wire_transfer,IR,178.221.10.103,dev_new_cd3afb,tablet,a920e1c3-a285-46,online,1776936815.4399214,1
f986f23b-39bf-4366-b7f2-8e49a8d5f414,user_0031,123.82,USD,merch_0046,electronics,FR,198.136.77.219,dev_d33fd4eb,mobile,34ceba7a-518d-43,online,1776753595.8637857,0
7ffad84d-7951-47f9-ad37-303fd34521cd,user_0123,72.51,USD,merch_0048,gambling,US,83.97.9.174,dev_9d3171c7,mobile,c721320d-aa3f-4b,mobile_app,1777177177.4488144,0
2ac6e5dc-7548-4c59-aef9-f4674ed328c5,user_0047,119.76,USD,merch_0069,healthcare,AU,114.180.161.141,dev_4c0edf47,tablet,ef60cdb8-1b60-40,pos,1777064637.7301028,0
d1bb04ce-4c33-45ee-b677-29f2bd8dc551,user_0153,93.24,USD,merch_0023,grocery,AU,104.35.55.176,dev_5852f3fc,unknown,0d968ba4-2623-4d,pos,1777015073.2487576,0
b98de62e-4f0c-496d-8e4f-e6fb852dc47e,user_0002,140.47,USD,merch_0076,travel,FR,117.209.226.21,dev_443808de,mobile,d278d1ba-0b29-47,mobile_app,1776780487.8287373,0
54b168da-e770-4019-ae7a-8013438c4ee1,user_0023,451.88,USD,merch_0056,travel,CN,10.106.91.10,dev_22337b54,unknown,464f4e06-d9b4-41,pos,1776943051.8144104,0
31dac6b6-7587-46ed-9ff2-b642ac1c5518,user_0006,75.08,USD,merch_0009,gambling,AU,150.63.106.248,dev_2bb46567,mobile,443152e2-6401-4b,mobile_app,1776792683.277118,0
118c43e3-6e33-42e4-83b5-c33f8d138fea,user_0085,125.97,USD,merch_0027,entertainment,BR,17.197.96.122,dev_423fe9d1,mobile,7e27c8aa-b707-46,pos,1776969580.2789867,0
d958b5e5-626e-4fd7-a074-ae2a9d829138,user_0117,458.78,USD,merch_0035,crypto,US,99.153.43.16,dev_33189d27,tablet,7ea80ae6-661c-42,atm,1777014430.7474353,0
a801be23-234d-4edf-8c89-bb0a9a44426b,user_0116,152.83,USD,merch_0014,grocery,CA,46.16.250.7,dev_0f496e41,desktop,de779041-a540-43,mobile_app,1777271994.7798967,0
5b5650e9-cd3c-4b3d-b634-4651f315a108,user_0071,31.57,USD,merch_0028,crypto,US,153.10.25.202,dev_92bdfd5c,tablet,a884b315-3fb2-45,mobile_app,1776715984.0646796,0
2241dacc-4db0-4566-8f2f-072b5886a77d,user_0059,72.45,USD,merch_0041,grocery,CN,77.70.195.199,dev_7c1d66e8,desktop,225be069-8511-40,mobile_app,1777272647.6095393,0
2ae1a6e1-998c-43a4-88a0-3138b5772e76,user_0044,7820.62,USD,merch_0065,gambling,RU,96.193.248.166,dev_new_8a724a,desktop,5d7ee7ec-8bd6-42,atm,1777207948.7252126,1
fa02b04d-f61f-428a-b73b-49a0b511a670,user_0006,55.69,USD,merch_0009,entertainment,US,110.125.232.233,dev_4d99440d,unknown,c782923e-b179-4a,online,1776875962.1331685,0
55ec61bc-64d0-4091-8354-bc0970af8011,user_0020,40.77,USD,merch_0043,restaurant,GB,68.107.127.178,dev_7865b2dd,mobile,f49fa1e5-edc7-4b,pos,1777158796.2273498,0
2da96d13-bd97-433f-aa61-a7cf8afe532a,user_0033,25.36,USD,merch_0007,retail,AU,88.219.4.112,dev_e69b0651,unknown,92b21e5f-abfe-4b,pos,1777143334.265565,0
176a023f-635f-43c3-a194-0935797cf0cf,user_0125,75.46,USD,merch_0079,travel,NG,135.126.124.19,dev_4bbfc11c,tablet,52b99730-850f-44,atm,1777118423.5925107,0
efe105b6-73b6-4bd5-a749-29108ba29ff0,user_0162,4.75,USD,merch_0005,entertainment,NG,140.241.76.94,dev_c71e4480,unknown,c221f606-9122-46,mobile_app,1776774881.525367,0
d3eb8255-c753-435f-956b-82085a021865,user_0085,81.97,USD,merch_0022,electronics,BR,10.155.133.16,dev_a1579c0e,unknown,97c89df1-0944-43,mobile_app,1776967557.228849,0
b2c3eea1-ca67-4119-a515-81e2dacc1e86,user_0012,51.56,USD,merch_0078,retail,US,81.176.110.97,dev_f5e2ddd7,mobile,8a516480-3e20-45,mobile_app,1777083539.9345157,0
a5ae5bbc-a7e9-4b95-84bf-e69555964151,user_0007,29.69,USD,merch_0046,electronics,US,76.40.141.238,dev_a33aaa56,desktop,c8399ec3-b8dc-4e,online,1777242301.007146,0
aae1e8e2-c324-4328-8fa8-c2f67f0d345e,user_0161,92.6,USD,merch_0053,healthcare,AU,15.153.161.143,dev_bf00b76d,mobile,66523870-adf1-48,mobile_app,1776964812.8596592,0
8f5860f1-eb3b-4f38-99e6-e41c1aa139fa,user_0122,380.43,USD,merch_0039,retail,GB,216.251.50.249,dev_00c21b9f,desktop,51e05bd1-cb1e-4c,mobile_app,1777132292.3760629,0
9b439835-905d-47ec-bddd-fab73d35e19d,user_0180,286.41,USD,merch_0077,entertainment,US,23.188.87.243,dev_e1dec121,mobile,3b2adcf6-ef9b-44,online,1776879423.7016306,0
54aed5c9-6971-4992-b05a-75082efb498a,user_0109,180.22,USD,merch_0021,restaurant,DE,32.85.101.113,dev_98081b85,mobile,47e6934b-093a-46,online,1776778470.8498864,0
423d7569-0b23-43bc-ac23-5e771c089a4f,user_0098,47.2,USD,merch_0042,gambling,RU,199.28.117.211,dev_2a20a33c,mobile,e2291353-689d-4e,pos,1777071398.4826837,0
2e39717b-8eb2-401b-ad1b-afe43f696682,user_0117,230.06,USD,merch_0061,crypto,AU,10.231.163.18,dev_bdc33eb0,tablet,95f979c7-b309-45,online,1776824022.494774,0
dc3d9060-0619-40e8-89d3-49415af2c0d6,user_0066,3416.18,USD,merch_0042,crypto,CN,98.166.102.205,dev_new_e4f879,desktop,3ad01d1e-3e2d-4c,atm,1776796070.196856,1
27b59df5-c941-4fb3-9e2e-cdfdbe292863,user_0052,21.95,USD,merch_0014,grocery,BR,120.160.208.31,dev_fa980612,tablet,6b91b14d-39f0-4b,mobile_app,1777040703.5019877,0
01fe3107-2099-4726-a084-bf5a74771abd,user_0053,362.84,USD,merch_0065,electronics,US,223.50.78.166,dev_5852f3fc,tablet,89be372b-f2f0-45,pos,1776818594.5155134,0
64f01972-192e-4a4c-b9ff-6c1853e13595,user_0192,35.33,USD,merch_0060,gambling,US,119.174.43.81,dev_2e137052,desktop,0bce27ec-121a-49,atm,1776848247.6894217,0
f1174d09-c0fa-4807-ab5c-03d5cbd7a41a,user_0158,245.33,USD,merch_0014,crypto,BR,138.90.80.202,dev_fd1e1c77,mobile,469af244-2dcc-4f,atm,1777002609.1861668,0
cd76c5c9-f992-4f25-9fa8-ccec20980b9f,user_0145,1.28,USD,merch_0045,restaurant,RU,161.77.210.158,dev_b2ceee47,unknown,ce9e3d4e-803c-4a,mobile_app,1777261594.0271447,0
f6844e4e-7d59-43d1-abee-892de3715b9c,user_0170,611.38,USD,merch_0077,travel,GB,178.68.1.156,dev_67f0da41,unknown,4efa28b1-b517-43,online,1776768829.025125,0
fde34b69-0641-428c-9ff0-81b42faace7c,user_0162,129.03,USD,merch_0021,electronics,DE,53.47.47.7,dev_2e137052,unknown,4456c230-5de9-47,online,1776933667.7932367,0
c90ec545-2da2-4cb9-9bcb-7113b7d82a02,user_0122,109.89,USD,merch_0042,gambling,US,82.83.201.254,dev_a3685801,tablet,a49de247-c06d-4c,pos,1777007198.8448334,0
4181fda2-4237-4460-9dfd-6679acae6445,user_0010,8.79,USD,merch_0079,grocery,CA,99.236.21.116,dev_92bdfd5c,desktop,e79f4d20-8aff-4c,pos,1776948115.4193847,0
920105e1-e36f-4838-b5b5-82f3f8939832,user_0058,73.71,USD,merch_0060,grocery,FR,137.238.55.22,dev_bdc33eb0,desktop,aaecec61-e26b-41,online,1776759142.9396408,0
a3c2c622-c611-4bf9-a445-9173a134298e,user_0091,62.29,USD,merch_0069,entertainment,DE,151.11.16.237,dev_22a7f8be,desktop,e1ed7e2c-5a42-42,mobile_app,1776722986.1899579,0
cddcb234-a0bf-4c55-ab03-41308990cc9d,user_0130,138.2,USD,merch_0054,travel,AU,151.142.3.195,dev_91d40a73,desktop,c9140138-09c1-4f,atm,1777108239.4334044,0
9633b473-9d41-4847-892c-17ef37b3eff7,user_0109,48.68,USD,merch_0058,healthcare,US,135.62.240.182,dev_ae5f18d2,tablet,2b90f473-10a7-40,atm,1776938471.628011,0
af3c8954-cd68-4308-8df5-079402ad7ccf,user_0052,52.4,USD,merch_0002,retail,DE,217.221.212.218,dev_b3c6e4d4,unknown,6f018a7c-fa27-43,pos,1777291634.945227,0
cc2d8786-74f0-45da-a1d0-8d6cd627edfd,user_0060,547.33,USD,merch_0035,travel,US,203.28.112.148,dev_5b71d5dd,unknown,19143d41-394c-4d,pos,1776748410.3420498,0
e32c8dd4-6f78-4fcc-95ae-f52bc975876e,user_0139,129.01,USD,merch_0061,gambling,US,5.61.92.247,dev_4d99440d,mobile,f2e5a2d7-1a8a-44,pos,1776838192.2958643,0
41552987-ffbd-4aee-a127-88f9617899d6,user_0184,59.82,USD,merch_0072,healthcare,FR,10.145.108.135,dev_8e9389e7,desktop,33a171ed-c2ed-41,online,1776974755.1389313,0
4815c158-1d81-4ea4-9003-e1d0f1038766,user_0115,82.68,USD,merch_0014,electronics,CN,110.102.180.96,dev_edf622e7,mobile,a94e4981-4b39-4a,atm,1777212870.7337286,0
9b13bda7-94cc-4cbd-bc1d-3e5ad224c3ce,user_0075,314.02,USD,merch_0078,electronics,US,86.145.232.254,dev_f604e802,unknown,8d575c58-4c9a-40,mobile_app,1776799302.0187826,0
6ab24286-50db-4e0b-b8b6-590ccb974d28,user_0078,28.86,USD,merch_0012,retail,GB,7.247.78.49,dev_9d3171c7,tablet,d7a78d6c-c633-41,atm,1776871042.5965226,0
f740b19f-8ae7-4011-99dd-365d9d8f73d4,user_0050,56.87,USD,merch_0025,gambling,CN,124.141.144.252,dev_18a8a512,mobile,dbb3df6b-8651-42,mobile_app,1777134853.0858057,0
